county,year,month,num_pregnant_women,link
wise,2013,september,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Sept 2013.pdf
wood,2013,september,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Sept 2013.pdf
yoakum,2013,september,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Sept 2013.pdf
young,2013,september,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Sept 2013.pdf
zapata,2013,september,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Sept 2013.pdf
zavala,2013,september,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Sept 2013.pdf
zavala (private facility),2013,september,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Sept 2013.pdf
anderson,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
andrews,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
angelina,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
aransas,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
archer,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
armstrong,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
atascosa,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
austin,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
bailey,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
bandera,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
bastrop,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
baylor,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
bee,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
bell,2013,august,5,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
bexar,2013,august,23,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
blanco,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
borden,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
bosque,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
bowie (private facility),2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
brazoria,2013,august,7,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
brazos,2013,august,9,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
brewster,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
briscoe,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
brooks,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
brooks (private facility),2013,august,7,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
brown,2013,august,5,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
burleson,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
burnet (private facility - 1),2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
caldwell,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
calhoun,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
callahan,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
cameron,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
camp,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
carson,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
cass,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
castro,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
chambers,2013,august,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
cherokee,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
childress,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
clay,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
cochran,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
coke,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
coleman,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
collin,2013,august,14,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
collingsworth,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
colorado,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
comal,2013,august,5,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
comanche,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
concho,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
cooke,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
coryell,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
cottle,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
crane,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
crockett,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
crosby,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
culberson,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
dallam,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
dallas,2013,august,32,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
dawson,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
deaf smith,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
delta,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
denton,2013,august,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
dewitt,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
dickens,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
dickens (private facility),2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
dimmit,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
donley,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
duval,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
eastland,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
ector,2013,august,7,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
edwards,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
el paso,2013,august,16,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
ellis,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
erath,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
falls,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
fannin (private facility - 1),2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
fannin (private facility - 2),2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
fayette,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
fisher,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
floyd,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
foard,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
fort bend,2013,august,12,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
franklin,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
freestone,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
frio (private facility),2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
gaines,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
galveston,2013,august,7,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
garza,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
gillespie,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
glasscock,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
goliad,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
gonzales,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
gray,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
grayson,2013,august,6,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
gregg,2013,august,5,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
grimes,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
guadalupe,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hale,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hall,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hamilton,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hansford,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hardeman,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hardin,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
harris,2013,august,24,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
harrison,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
haskell (private facility),2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hays,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hemphill,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
henderson,2013,august,11,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hidalgo,2013,august,13,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hidalgo (private facility),2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hill,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hockley,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hood,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hopkins,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
houston,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
howard,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hudspeth,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hunt,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
hutchinson,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
irion,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
jack,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
jackson,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
jasper,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
jeff davis,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
jefferson,2013,august,7,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
jefferson (private facility),2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
jim hogg,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
jim wells,2013,august,6,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
johnson,2013,august,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
jones,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
karnes,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
karnes (private facility),2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
kaufman,2013,august,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
kendall,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
kenedy,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
kent,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
kerr,2013,august,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
kimble,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
king,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
kinney,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
kleberg,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
knox,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
la salle,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
lamar,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
lamb,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
lampasas,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
lavaca,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
lee,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
leon,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
liberty (private facility),2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
limestone,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
lipscomb,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
live oak,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
llano,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
loving,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
lubbock,2013,august,14,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
lynn,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
madison,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
marion,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
martin,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
mason,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
matagorda,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
maverick,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
mcculloch,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
mclennan,2013,august,12,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
mclennan (private facility - 1),2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
mclennan (private facility - 2),2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
mcmullen,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
medina,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
menard,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
midland,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
milam,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
mills,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
mitchell,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
montague,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
montgomery,2013,august,22,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
moore,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
morris,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
motley,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
nacogdoches,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
navarro,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
newton,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
newton (private facility),2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
nolan,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
nueces,2013,august,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
ochiltree,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
oldham,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
orange,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
palo pinto,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
panola,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
parker,2013,august,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
parmer,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
pecos,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
polk,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
polk (private facility),2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
potter,2013,august,5,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
presidio,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
rains,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
randall,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
reagan,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
real,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
red river,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
reeves,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
refugio,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
roberts,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
robertson,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
rockwall,2013,august,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
runnels,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
rusk,2013,august,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
sabine,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
san augustine,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
san jacinto,2013,august,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Aug 2013.pdf
