county,year,month,num_of_inmates,num_of_inmate_days,cost_in_dollars,link
live oak,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
llano,2014,july,2,60,1322.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
loving,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
lubbock,2014,july,26,662,35006.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
lynn,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
madison,2014,july,1,17,640.73,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
marion,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
martin,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
mason,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
matagorda,2014,july,2,44,1231.12,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
maverick,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
mcculloch,2014,july,1,30,1260,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
mclennan,2014,july,76,1749,83392.32,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
mcmullen,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
medina,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
menard,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
midland,2014,july,90,385,33348.7,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
milam,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
mills,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
mitchell,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
montague,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
montgomery,2014,july,76,1256,54158.719999999994,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
moore,2014,july,8,161,15050.28,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
morris,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
motley,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
nacogdoches,2014,july,8,203,6293,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
navarro,2014,july,11,290,17400,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
newton,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
nolan,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
nueces,2014,july,1,4,128.28,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
ochiltree,2014,july,7,195,10570.949999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
oldham,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
orange,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
palo pinto,2014,july,4,120,4153.2,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
panola,2014,july,1,25,1150,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
parker,2014,july,9,176,7902.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
parmer,2014,july,4,75,2204.25,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
pecos,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
polk,2014,july,1,17,283.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
potter,2014,july,37,798,35040.18,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
presidio,2014,july,2,48,1968,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
rains,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
randall,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
reagan,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
real,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
red river,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
reeves,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
refugio,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
roberts,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
robertson,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
rockwall,2014,july,5,103,1877.6899999999998,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
runnels,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
rusk,2014,july,2,60,1132.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
sabine,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
san augustine,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
san jacinto,2014,july,2,51,879.75,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
san patricio,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
san saba,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
schleicher,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
scurry,2014,july,3,22,2189,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
shackelford,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
shelby,2014,july,1,30,1260,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
sherman,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
smith,2014,july,16,329,18331.88,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
somervell,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
starr,2014,july,32,487,10996.46,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
stephens,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
sterling,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
stonewall,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
sutton,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
swisher,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
tarrant,2014,july,216,4344,166679.28,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
taylor,2014,july,4,120,3351.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
terrell,2014,july,1,1,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
terry,2014,july,2,32,1821.44,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
throckmorton,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
titus,2014,july,12,200,5500,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
tom green,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
travis,2014,july,413,7481,786701.9600000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
trinity,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
tyler,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
upshur,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
upton,2014,july,1,23,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
uvalde,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
val verde (private facility),2014,july,5,123,6888,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
van zandt,2014,july,5,109,3000.77,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
victoria,2014,july,3,63,2712.15,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
walker,2014,july,6,117,3795.48,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
waller,2014,july,11,156,5750.160000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
ward,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
washington,2014,july,1,15,441.45,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
webb,2014,july,54,646,36059.719999999994,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
wharton,2014,july,15,465,23250,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
wheeler,2014,july,2,21,1002.3299999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
wichita,2014,july,7,172,7908.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
wilbarger,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
willacy,2014,july,2,48,1481.28,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
williamson,2014,july,79,1520,120080,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
wilson,2014,july,1,11,539,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
winkler,2014,july,3,3,139.26,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
wise,2014,july,7,168,4404.96,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
wood,2014,july,4,120,5182.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
yoakum,2014,july,4,57,2673.3,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
young,2014,july,1,30,688.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
zapata,2014,july,15,236,5725.360000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
zavala,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
anderson,2014,june,1,3,66,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
andrews,2014,june,1,31,1631.84,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
angelina,2014,june,3,70,3265.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
aransas,2014,june,12,26,1208.22,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
archer,2014,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
armstrong,2014,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
atascosa,2014,june,4,78,4056,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
austin,2014,june,11,112,5376,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
bailey,2014,june,1,14,542.22,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
bandera,2014,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
bastrop,2014,june,16,359,16050.89,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
baylor,2014,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
bee,2014,june,3,93,2296.17,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
bell,2014,june,23,459,26452.17,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
bexar,2014,june,269,5521,253966,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
blanco,2014,june,1,5,310,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
bosque,2014,june,1,5,306.9,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
bowie (private facility),2014,june,1,31,1484.9,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
brazoria,2014,june,9,240,8162.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
brazos,2014,june,65,1647,41306.759999999995,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
brewster,2014,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
briscoe,2014,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
brooks,2014,june,6,84,3282.72,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
brown,2014,june,6,157,5024,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
burleson,2014,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
caldwell,2014,june,3,40,1342.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
calhoun,2014,june,2,40,1590.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
callahan,2014,june,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
cameron,2014,june,214,4823,224800.03,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report June 14.pdf
